productdepartment,order_date,productcategory,productname,orderquantity,profit,date,warehouseinventory,inventorycostperunit,month_of_supply
Footwear,2017-08,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,159.0,12005.0,2017-08,234,2.172,1.47
Footwear,2017-08,Electronics,Under Armour Women's Ignite Slide,4.0,75.0,2017-08,1,2.267,0.25
Footwear,2017-08,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,1.0,85.0,2017-08,2,0.292,2.0
Footwear,2017-09,As Seen on  TV!,Nike Men's Free TR 5.0 TB Training Shoe,2.0,135.0,2017-09,3,2.077,1.5
Footwear,2017-09,Boxing & MMA,Brooks Women's Ghost 6 Running Shoe,4.0,290.0,2017-09,8,0.379,2.0
Footwear,2017-09,Boxing & MMA,Nike Women's Free 5.0 TR FIT PRT 4 Training S,5.0,214.0,2017-09,8,1.658,1.6
Footwear,2017-09,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,243.0,19845.0,2017-09,105,0.351,0.43
Footwear,2017-09,Strength Training,GoPro HERO3+ Black Edition Camera,1.0,102.0,2017-09,0,0.583,0.0
Footwear,2017-09,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2.0,170.0,2017-09,4,2.207,2.0
Footwear,2017-10,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,5.0,980.0,2017-10,7,1.314,1.4
Footwear,2017-10,Electronics,Under Armour Women's Ignite Slide,3.0,150.0,2017-10,0,1.564,0.0
Footwear,2017-10,Strength Training,GoPro HERO3+ Black Edition Camera,1.0,102.0,2017-10,1,1.371,1.0
Footwear,2017-11,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,6.0,1470.0,2017-11,3,2.246,0.5
Footwear,2017-11,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,1.0,66.0,2017-11,2,1.544,2.0
Footwear,2017-11,Strength Training,Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,2.0,170.0,2017-11,2,0.591,1.0
Footwear,2017-12,Cardio Equipment,Nike Men's Free 5.0+ Running Shoe,3.0,735.0,2017-12,1,1.263,0.33
Footwear,2017-12,Electronics,Under Armour Women's Ignite Slide,1.0,75.0,2017-12,2,1.008,2.0
Footwear,2017-12,Fitness Accessories,Under Armour Hustle Storm Medium Duffle Bag,1.0,66.0,2017-12,1,1.031,1.0
Golf,2015-01,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,8.0,213.0,2015-01,5,0.438,0.62
Golf,2015-01,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,12.0,417.0,2015-01,23,0.543,1.92
Golf,2015-01,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,203.0,6014.0,2015-01,381,0.859,1.88
Golf,2015-01,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,312.0,14000.0,2015-01,164,2.031,0.53
Golf,2015-02,Girls' Apparel,TYR Boys' Team Digi Jammer,2.0,94.0,2015-02,3,2.345,1.5
Golf,2015-02,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,2.0,48.0,2015-02,4,0.556,2.0
Golf,2015-02,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,6.0,278.0,2015-02,10,2.138,1.67
Golf,2015-02,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,189.0,2015-02,10,1.785,1.43
Golf,2015-02,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,181.0,5917.0,2015-02,155,1.401,0.86
Golf,2015-02,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,313.0,12625.0,2015-02,497,0.216,1.59
Golf,2015-03,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,5.0,142.0,2015-03,7,0.132,1.4
Golf,2015-03,Girls' Apparel,TYR Boys' Team Digi Jammer,5.0,94.0,2015-03,0,0.509,0.0
Golf,2015-03,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,12.0,192.0,2015-03,3,0.11,0.25
Golf,2015-03,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,10.0,556.0,2015-03,4,0.264,0.4
Golf,2015-03,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,4.0,63.0,2015-03,0,1.744,0.0
Golf,2015-03,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,200.0,6208.0,2015-03,84,1.175,0.42
Golf,2015-03,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,376.0,15375.0,2015-03,11,1.85,0.03
Golf,2015-04,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3.0,71.0,2015-04,0,1.895,0.0
Golf,2015-04,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,7.0,144.0,2015-04,12,0.565,1.71
Golf,2015-04,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9.0,278.0,2015-04,0,1.171,0.0
Golf,2015-04,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,6.0,126.0,2015-04,0,1.038,0.0
Golf,2015-04,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,195.0,5626.0,2015-04,217,0.994,1.11
Golf,2015-04,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,344.0,14375.0,2015-04,625,0.508,1.82
Golf,2015-05,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1.0,71.0,2015-05,0,0.438,0.0
Golf,2015-05,Girls' Apparel,TYR Boys' Team Digi Jammer,2.0,94.0,2015-05,1,0.704,0.5
Golf,2015-05,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,6.0,126.0,2015-05,0,1.829,0.0
Golf,2015-05,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,187.0,6208.0,2015-05,43,1.486,0.23
Golf,2015-05,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,275.0,11750.0,2015-05,65,2.246,0.24
Golf,2015-06,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4.0,142.0,2015-06,7,1.458,1.75
Golf,2015-06,Girls' Apparel,TYR Boys' Team Digi Jammer,12.0,282.0,2015-06,11,2.075,0.92
Golf,2015-06,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,8.0,417.0,2015-06,16,1.231,2.0
Golf,2015-06,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,136.0,4559.0,2015-06,66,2.29,0.49
Golf,2015-06,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,373.0,14750.0,2015-06,520,1.798,1.39
Golf,2015-07,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,9.0,142.0,2015-07,6,1.826,0.67
Golf,2015-07,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,6.0,144.0,2015-07,9,1.376,1.5
Golf,2015-07,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1.0,139.0,2015-07,1,2.09,1.0
Golf,2015-07,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,181.0,5820.0,2015-07,171,0.299,0.94
Golf,2015-07,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,363.0,14125.0,2015-07,656,0.255,1.81
Golf,2015-08,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,6.0,142.0,2015-08,4,0.412,0.67
Golf,2015-08,Girls' Apparel,TYR Boys' Team Digi Jammer,3.0,94.0,2015-08,5,1.887,1.67
Golf,2015-08,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,8.0,417.0,2015-08,15,1.99,1.88
Golf,2015-08,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1.0,63.0,2015-08,2,0.356,2.0
Golf,2015-08,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,173.0,5432.0,2015-08,289,0.293,1.67
Golf,2015-08,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,278.0,12125.0,2015-08,111,0.656,0.4
Golf,2015-09,Girls' Apparel,TYR Boys' Team Digi Jammer,8.0,188.0,2015-09,10,2.163,1.25
Golf,2015-09,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1.0,48.0,2015-09,2,0.614,2.0
Golf,2015-09,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,5.0,139.0,2015-09,3,1.268,0.6
Golf,2015-09,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,6.0,189.0,2015-09,4,1.216,0.67
Golf,2015-09,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,165.0,5432.0,2015-09,290,0.461,1.76
Golf,2015-09,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,290.0,12625.0,2015-09,139,0.898,0.48
Golf,2015-10,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,6.0,213.0,2015-10,3,1.996,0.5
Golf,2015-10,Girls' Apparel,TYR Boys' Team Digi Jammer,8.0,188.0,2015-10,6,1.652,0.75
Golf,2015-10,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,7.0,96.0,2015-10,1,1.645,0.14
Golf,2015-10,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9.0,417.0,2015-10,11,2.012,1.22
Golf,2015-10,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,137.0,4753.0,2015-10,99,0.227,0.72
Golf,2015-10,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,333.0,13000.0,2015-10,505,1.609,1.52
Golf,2015-11,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10.0,213.0,2015-11,16,0.313,1.6
Golf,2015-11,Girls' Apparel,TYR Boys' Team Digi Jammer,5.0,94.0,2015-11,1,0.208,0.2
Golf,2015-11,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5.0,48.0,2015-11,6,2.105,1.2
Golf,2015-11,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1.0,139.0,2015-11,1,0.552,1.0
Golf,2015-11,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,5.0,63.0,2015-11,6,0.229,1.2
Golf,2015-11,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,161.0,4753.0,2015-11,267,0.769,1.66
Golf,2015-11,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,294.0,11875.0,2015-11,455,2.318,1.55
Golf,2015-12,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3.0,71.0,2015-12,2,0.639,0.67
Golf,2015-12,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,12.0,417.0,2015-12,3,0.528,0.25
Golf,2015-12,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,126.0,2015-12,8,2.092,1.14
Golf,2015-12,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,132.0,4462.0,2015-12,81,1.958,0.61
Golf,2015-12,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,252.0,10750.0,2015-12,37,1.547,0.15
Golf,2016-01,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4.0,142.0,2016-01,4,1.982,1.0
Golf,2016-01,Girls' Apparel,TYR Boys' Team Digi Jammer,5.0,188.0,2016-01,2,1.299,0.4
Golf,2016-01,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,10.0,144.0,2016-01,11,0.404,1.1
Golf,2016-01,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,5.0,278.0,2016-01,5,1.313,1.0
Golf,2016-01,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,8.0,126.0,2016-01,9,0.272,1.12
Golf,2016-01,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,183.0,5626.0,2016-01,57,2.024,0.31
Golf,2016-01,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,361.0,15125.0,2016-01,596,1.604,1.65
Golf,2016-02,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,15.0,426.0,2016-02,10,0.701,0.67
Golf,2016-02,Girls' Apparel,TYR Boys' Team Digi Jammer,5.0,94.0,2016-02,10,2.172,2.0
Golf,2016-02,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,3.0,48.0,2016-02,3,2.197,1.0
Golf,2016-02,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,7.0,278.0,2016-02,0,0.115,0.0
Golf,2016-02,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,8.0,126.0,2016-02,16,0.544,2.0
Golf,2016-02,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,129.0,4171.0,2016-02,37,2.026,0.29
Golf,2016-02,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,307.0,12500.0,2016-02,11,1.941,0.04
Golf,2016-03,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,12.0,213.0,2016-03,10,0.302,0.83
Golf,2016-03,Girls' Apparel,TYR Boys' Team Digi Jammer,10.0,282.0,2016-03,6,1.648,0.6
Golf,2016-03,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,4.0,48.0,2016-03,3,1.51,0.75
Golf,2016-03,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9.0,278.0,2016-03,13,2.307,1.44
Golf,2016-03,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,126.0,2016-03,14,0.289,2.0
Golf,2016-03,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,138.0,4365.0,2016-03,189,1.371,1.37
Golf,2016-03,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,289.0,12250.0,2016-03,78,1.029,0.27
Golf,2016-04,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10.0,355.0,2016-04,20,0.258,2.0
Golf,2016-04,Girls' Apparel,TYR Boys' Team Digi Jammer,14.0,376.0,2016-04,14,2.037,1.0
Golf,2016-04,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,4.0,96.0,2016-04,7,2.324,1.75
Golf,2016-04,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,8.0,278.0,2016-04,13,0.947,1.62
Golf,2016-04,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,3.0,63.0,2016-04,6,1.579,2.0
Golf,2016-04,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,217.0,6111.0,2016-04,367,0.146,1.69
Golf,2016-04,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,283.0,12375.0,2016-04,156,0.873,0.55
Golf,2016-05,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10.0,142.0,2016-05,16,0.172,1.6
Golf,2016-05,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9.0,278.0,2016-05,16,0.385,1.78
Golf,2016-05,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,4.0,63.0,2016-05,6,0.718,1.5
Golf,2016-05,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,160.0,5238.0,2016-05,212,2.036,1.32
Golf,2016-05,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,371.0,15625.0,2016-05,204,1.855,0.55
Golf,2016-06,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3.0,71.0,2016-06,2,1.153,0.67
Golf,2016-06,Girls' Apparel,TYR Boys' Team Digi Jammer,9.0,188.0,2016-06,9,1.355,1.0
Golf,2016-06,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,10.0,144.0,2016-06,13,0.419,1.3
Golf,2016-06,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3.0,139.0,2016-06,5,1.717,1.67
Golf,2016-06,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,3.0,63.0,2016-06,2,1.027,0.67
Golf,2016-06,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,127.0,4268.0,2016-06,81,0.787,0.64
Golf,2016-06,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,300.0,12250.0,2016-06,417,0.829,1.39
Golf,2016-07,Girls' Apparel,TYR Boys' Team Digi Jammer,3.0,188.0,2016-07,5,1.526,1.67
Golf,2016-07,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1.0,48.0,2016-07,0,0.223,0.0
Golf,2016-07,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,5.0,278.0,2016-07,5,0.46,1.0
Golf,2016-07,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1.0,63.0,2016-07,2,0.242,2.0
Golf,2016-07,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,145.0,4656.0,2016-07,280,1.165,1.93
Golf,2016-07,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,352.0,14250.0,2016-07,561,2.224,1.59
Golf,2016-08,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,13.0,213.0,2016-08,25,1.124,1.92
Golf,2016-08,Girls' Apparel,TYR Boys' Team Digi Jammer,5.0,188.0,2016-08,5,0.347,1.0
Golf,2016-08,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5.0,48.0,2016-08,2,1.525,0.4
Golf,2016-08,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3.0,139.0,2016-08,6,1.768,2.0
Golf,2016-08,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,189.0,2016-08,8,1.055,1.14
Golf,2016-08,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,191.0,6208.0,2016-08,139,1.373,0.73
Golf,2016-08,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,385.0,15875.0,2016-08,103,0.52,0.27
Golf,2016-09,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,1.0,71.0,2016-09,0,2.017,0.0
Golf,2016-09,Girls' Apparel,TYR Boys' Team Digi Jammer,4.0,188.0,2016-09,5,1.359,1.25
Golf,2016-09,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3.0,139.0,2016-09,3,0.212,1.0
Golf,2016-09,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1.0,63.0,2016-09,0,1.354,0.0
Golf,2016-09,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,185.0,5917.0,2016-09,108,0.665,0.58
Golf,2016-09,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,321.0,14875.0,2016-09,137,0.855,0.43
Golf,2016-10,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,12.0,213.0,2016-10,22,0.667,1.83
Golf,2016-10,Girls' Apparel,TYR Boys' Team Digi Jammer,7.0,188.0,2016-10,5,1.02,0.71
Golf,2016-10,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,6.0,96.0,2016-10,5,1.152,0.83
Golf,2016-10,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,15.0,252.0,2016-10,23,1.892,1.53
Golf,2016-10,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,166.0,5529.0,2016-10,244,1.281,1.47
Golf,2016-10,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,401.0,16000.0,2016-10,251,2.071,0.63
Golf,2016-11,Girls' Apparel,TYR Boys' Team Digi Jammer,2.0,94.0,2016-11,1,0.13,0.5
Golf,2016-11,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,4.0,48.0,2016-11,4,1.221,1.0
Golf,2016-11,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,252.0,2016-11,11,1.53,1.57
Golf,2016-11,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,176.0,6014.0,2016-11,113,0.609,0.64
Golf,2016-11,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,401.0,17125.0,2016-11,248,0.502,0.62
Golf,2016-12,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,14.0,355.0,2016-12,16,0.446,1.14
Golf,2016-12,Girls' Apparel,TYR Boys' Team Digi Jammer,6.0,188.0,2016-12,1,1.211,0.17
Golf,2016-12,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5.0,48.0,2016-12,5,0.343,1.0
Golf,2016-12,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,1.0,139.0,2016-12,0,1.748,0.0
Golf,2016-12,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,9.0,126.0,2016-12,9,1.414,1.0
Golf,2016-12,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,172.0,5820.0,2016-12,124,0.635,0.72
Golf,2016-12,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,313.0,11875.0,2016-12,471,1.466,1.5
Golf,2017-01,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,10.0,213.0,2017-01,9,0.264,0.9
Golf,2017-01,Girls' Apparel,TYR Boys' Team Digi Jammer,2.0,94.0,2017-01,1,2.092,0.5
Golf,2017-01,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5.0,48.0,2017-01,3,1.787,0.6
Golf,2017-01,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,2.0,139.0,2017-01,0,1.131,0.0
Golf,2017-01,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,1.0,70.0,2017-01,1,1.083,1.0
Golf,2017-01,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,227.0,6984.0,2017-01,222,0.276,0.98
Golf,2017-01,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,350.0,13625.0,2017-01,13,2.269,0.04
Golf,2017-02,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,9.0,284.0,2017-02,0,1.626,0.0
Golf,2017-02,Girls' Apparel,TYR Boys' Team Digi Jammer,4.0,188.0,2017-02,7,0.891,1.75
Golf,2017-02,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,13.0,144.0,2017-02,22,1.502,1.69
Golf,2017-02,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,9.0,278.0,2017-02,3,0.358,0.33
Golf,2017-02,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,5.0,63.0,2017-02,8,0.601,1.6
Golf,2017-02,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,190.0,6014.0,2017-02,235,0.125,1.24
Golf,2017-02,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,383.0,15000.0,2017-02,302,1.646,0.79
Golf,2017-03,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,5.0,71.0,2017-03,1,1.172,0.2
Golf,2017-03,Girls' Apparel,TYR Boys' Team Digi Jammer,2.0,94.0,2017-03,4,0.965,2.0
Golf,2017-03,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,8.0,240.0,2017-03,9,1.757,1.12
Golf,2017-03,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,13.0,417.0,2017-03,10,0.45,0.77
Golf,2017-03,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,17.0,378.0,2017-03,26,1.316,1.53
Golf,2017-03,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,1.0,70.0,2017-03,0,1.883,0.0
Golf,2017-03,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,184.0,5820.0,2017-03,176,0.199,0.96
Golf,2017-03,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,337.0,13500.0,2017-03,619,0.914,1.84
Golf,2017-04,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,9.0,142.0,2017-04,1,0.96,0.11
Golf,2017-04,Girls' Apparel,TYR Boys' Team Digi Jammer,4.0,94.0,2017-04,4,2.118,1.0
Golf,2017-04,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,12.0,417.0,2017-04,5,0.454,0.42
Golf,2017-04,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,7.0,126.0,2017-04,14,1.032,2.0
Golf,2017-04,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,182.0,5238.0,2017-04,141,1.151,0.77
Golf,2017-04,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,246.0,11000.0,2017-04,159,0.155,0.65
Golf,2017-05,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,4.0,71.0,2017-05,4,1.049,1.0
Golf,2017-05,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1.0,63.0,2017-05,2,0.5,2.0
Golf,2017-05,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,4.0,280.0,2017-05,5,1.186,1.25
Golf,2017-05,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,170.0,5044.0,2017-05,256,0.456,1.51
Golf,2017-05,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,330.0,12750.0,2017-05,618,1.721,1.87
Golf,2017-06,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1.0,48.0,2017-06,2,0.438,2.0
Golf,2017-06,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,4.0,139.0,2017-06,0,0.655,0.0
Golf,2017-06,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,4.0,280.0,2017-06,2,2.005,0.5
Golf,2017-06,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,161.0,4947.0,2017-06,187,1.791,1.16
Golf,2017-06,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,320.0,13375.0,2017-06,638,2.012,1.99
Golf,2017-07,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,5.0,96.0,2017-07,5,2.25,1.0
Golf,2017-07,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,1.0,70.0,2017-07,2,1.862,2.0
Golf,2017-07,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,183.0,5626.0,2017-07,353,0.827,1.93
Golf,2017-07,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,322.0,14000.0,2017-07,619,2.247,1.92
Golf,2017-08,Girls' Apparel,adidas Youth Germany Black/Red Away Match Soc,3.0,139.0,2017-08,3,2.191,1.0
Golf,2017-08,Shop By Sport,Columbia Men's PFG Anchor Tough T-Shirt,1.0,63.0,2017-08,2,0.906,2.0
Golf,2017-08,Shop By Sport,Nike Men's Kobe IX Elite Low Basketball Shoe,3.0,210.0,2017-08,3,1.251,1.0
Golf,2017-08,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,178.0,5529.0,2017-08,329,0.918,1.85
Golf,2017-08,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,336.0,14500.0,2017-08,154,1.159,0.46
Golf,2017-09,Girls' Apparel,Nike Men's Deutschland Weltmeister Winners Bl,3.0,71.0,2017-09,5,1.143,1.67
Golf,2017-09,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,163.0,5044.0,2017-09,165,1.428,1.01
Golf,2017-09,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,348.0,14125.0,2017-09,531,0.928,1.53
Golf,2017-10,Girls' Apparel,adidas Men's Germany Black Crest Away Tee,1.0,48.0,2017-10,0,1.035,0.0
Golf,2017-10,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,7.0,679.0,2017-10,14,1.337,2.0
Golf,2017-10,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,16.0,2000.0,2017-10,19,2.3,1.19
Golf,2017-11,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,3.0,291.0,2017-11,5,0.413,1.67
Golf,2017-11,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,8.0,1000.0,2017-11,14,1.056,1.75
Golf,2017-12,Shop By Sport,Under Armour Girls' Toddler Spine Surge Runni,1.0,97.0,2017-12,0,1.476,0.0
Golf,2017-12,Women's Apparel,Nike Men's Dri-FIT Victory Golf Polo,3.0,375.0,2017-12,2,1.293,0.67
Health and Beauty,2016-01,Health and Beauty,First aid kit,1.0,136.0,2016-01,0,1.38,0.0
