productname,yearmonth,warehouseinventory,inventorycostperunit,month,year,date,productdepartment,productcategory
Summer dresses,201509,0,0.23012,09,2015,2015-09,Apparel,Women's Clothing
Lawn mower,201509,0,0.1794,09,2015,2015-09,Outdoors,Garden
Adult dog supplies,201509,0,1.44546,09,2015,2015-09,Pet Shop,Pet Supplies
Rock music,201509,0,0.35219,09,2015,2015-09,Discs Shop,Music
Elevation Training Mask 2.0,201509,0,0.21624,09,2015,2015-09,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201509,0,1.79323,09,2015,2015-09,Outdoors,Golf Shoes
Toys,201509,0,1.8551,09,2015,2015-09,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201509,0,2.22179,09,2015,2015-09,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201509,0,0.53561,09,2015,2015-09,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201509,0,1.75876,09,2015,2015-09,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201509,0,1.71053,09,2015,2015-09,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201509,0,1.60439,09,2015,2015-09,Footwear,Boxing & MMA
First aid kit,201509,0,1.61078,09,2015,2015-09,Health and Beauty,Health and Beauty
CDs of rock,201509,8,1.44372,09,2015,2015-09,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201509,0,0.15832,09,2015,2015-09,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201509,0,1.08106,09,2015,2015-09,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201509,0,1.95698,09,2015,2015-09,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201509,0,1.7858,09,2015,2015-09,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201509,0,1.0589,09,2015,2015-09,Fitness,Lacrosse
The North Face Women's Recon Backpack,201509,0,2.06319,09,2015,2015-09,Fan Shop,Hunting & Shooting
Smart watch,201509,0,0.92385,09,2015,2015-09,Fitness,Sporting Goods
Baby sweater,201509,1,0.28342,09,2015,2015-09,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201509,0,1.83326,09,2015,2015-09,Outdoors,Women's Golf Clubs
Men's gala suit,201509,0,1.47773,09,2015,2015-09,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201509,0,1.56204,09,2015,2015-09,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201509,0,0.15292,09,2015,2015-09,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201509,0,0.86482,09,2015,2015-09,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201509,0,1.74701,09,2015,2015-09,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201509,0,0.25803,09,2015,2015-09,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201509,0,2.07611,09,2015,2015-09,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201509,0,1.91258,09,2015,2015-09,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201509,0,0.41542,09,2015,2015-09,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201509,2,1.842,09,2015,2015-09,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201509,0,1.53757,09,2015,2015-09,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201509,0,2.32228,09,2015,2015-09,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201509,0,1.80091,09,2015,2015-09,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201509,0,0.14709,09,2015,2015-09,Golf,Shop By Sport
Ogio Race Golf Shoes,201509,0,2.30423,09,2015,2015-09,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201509,0,0.48712,09,2015,2015-09,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201509,0,1.10195,09,2015,2015-09,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201509,0,2.05637,09,2015,2015-09,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201509,0,0.15064,09,2015,2015-09,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201509,0,1.78416,09,2015,2015-09,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201509,0,1.6214,09,2015,2015-09,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201509,0,1.26058,09,2015,2015-09,Outdoors,Kids' Golf Clubs
Total Gym 1400,201509,0,0.90498,09,2015,2015-09,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201509,0,1.42562,09,2015,2015-09,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201509,0,0.13422,09,2015,2015-09,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201509,0,2.33477,09,2015,2015-09,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201509,0,0.65336,09,2015,2015-09,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201509,0,0.5305,09,2015,2015-09,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201509,0,1.65339,09,2015,2015-09,Fitness,Hockey
SOLE E35 Elliptical,201509,24,1.87787,09,2015,2015-09,,
Bushnell Pro X7 Jolt Slope Rangefinder,201509,14,1.46737,09,2015,2015-09,,
SOLE E25 Elliptical,201509,15,0.52812,09,2015,2015-09,,
Bowflex SelectTech 1090 Dumbbells,201509,27,1.53799,09,2015,2015-09,,
Perfect Fitness Perfect Rip Deck,201508,508,1.13131,08,2015,2015-08,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201508,111,0.65586,08,2015,2015-08,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201508,58,1.14754,08,2015,2015-08,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201508,363,2.24611,08,2015,2015-08,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201508,289,0.29254,08,2015,2015-08,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201508,170,0.68106,08,2015,2015-08,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201508,146,2.29671,08,2015,2015-08,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201508,105,1.92446,08,2015,2015-08,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201508,132,0.55328,08,2015,2015-08,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201508,20,1.31973,08,2015,2015-08,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201508,10,1.70332,08,2015,2015-08,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201508,15,1.9896,08,2015,2015-08,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201508,0,0.97317,08,2015,2015-08,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201508,0,1.88904,08,2015,2015-08,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201508,13,1.61695,08,2015,2015-08,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201508,2,0.44798,08,2015,2015-08,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201508,0,0.10236,08,2015,2015-08,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201508,0,0.5453,08,2015,2015-08,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201508,2,0.13464,08,2015,2015-08,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201508,2,0.35627,08,2015,2015-08,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201508,10,0.79132,08,2015,2015-08,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201508,0,0.90145,08,2015,2015-08,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201508,4,1.09652,08,2015,2015-08,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201508,4,0.41226,08,2015,2015-08,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201508,0,1.92218,08,2015,2015-08,Outdoors,Electronics
Nike Women's Tempo Shorts,201508,2,2.28426,08,2015,2015-08,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201508,4,1.35769,08,2015,2015-08,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201508,0,2.30301,08,2015,2015-08,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201508,5,0.39383,08,2015,2015-08,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201508,31,0.93931,08,2015,2015-08,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201508,13,0.88744,08,2015,2015-08,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201508,22,0.18474,08,2015,2015-08,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201508,2,0.81487,08,2015,2015-08,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201508,4,2.10978,08,2015,2015-08,Fitness,Hockey
TYR Boys' Team Digi Jammer,201508,5,1.88657,08,2015,2015-08,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201508,9,2.11637,08,2015,2015-08,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201508,7,1.85596,08,2015,2015-08,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201508,0,1.74682,08,2015,2015-08,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201508,4,1.74702,08,2015,2015-08,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201508,0,1.06493,08,2015,2015-08,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201508,8,2.2531,08,2015,2015-08,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201508,6,1.41537,08,2015,2015-08,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201508,0,1.18525,08,2015,2015-08,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201508,0,1.06608,08,2015,2015-08,Footwear,Electronics
Bag Boy Beverage Holder,201508,2,1.20987,08,2015,2015-08,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201508,1,0.14097,08,2015,2015-08,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201508,0,0.73284,08,2015,2015-08,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201508,13,0.19515,08,2015,2015-08,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201508,5,0.99447,08,2015,2015-08,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201508,6,2.07204,08,2015,2015-08,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201508,0,0.89764,08,2015,2015-08,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201508,0,0.2329,08,2015,2015-08,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201508,8,0.24805,08,2015,2015-08,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201508,0,1.0425,08,2015,2015-08,Fitness,Baseball & Softball
Children's heaters,201508,0,2.31398,08,2015,2015-08,Apparel,Children's Clothing
Web Camera,201508,6,0.27103,08,2015,2015-08,Technology,Cameras
Dell Laptop,201508,16,2.11437,08,2015,2015-08,,
Porcelain crafts,201508,1,1.64915,08,2015,2015-08,Apparel,Crafts
Sports Books,201508,0,1.99719,08,2015,2015-08,Book Shop,Books
DVDs,201508,0,1.34317,08,2015,2015-08,Discs Shop,DVDs
Industrial consumer electronics,201508,0,0.24921,08,2015,2015-08,Technology,Consumer Electronics
Fighting video games,201508,0,1.69252,08,2015,2015-08,Discs Shop,Video Games
Summer dresses,201508,0,1.69081,08,2015,2015-08,Apparel,Women's Clothing
Lawn mower,201508,0,1.70951,08,2015,2015-08,Outdoors,Garden
Adult dog supplies,201508,0,1.08067,08,2015,2015-08,Pet Shop,Pet Supplies
Rock music,201508,0,1.92975,08,2015,2015-08,Discs Shop,Music
Elevation Training Mask 2.0,201508,0,1.98746,08,2015,2015-08,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201508,0,2.19445,08,2015,2015-08,Outdoors,Golf Shoes
Toys,201508,0,1.85022,08,2015,2015-08,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201508,0,1.99562,08,2015,2015-08,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201508,0,1.897,08,2015,2015-08,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201508,0,0.41119,08,2015,2015-08,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201508,0,0.25624,08,2015,2015-08,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201508,0,1.12384,08,2015,2015-08,Footwear,Boxing & MMA
First aid kit,201508,0,0.20343,08,2015,2015-08,Health and Beauty,Health and Beauty
CDs of rock,201508,2,1.32179,08,2015,2015-08,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201508,0,0.24656,08,2015,2015-08,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201508,2,1.00387,08,2015,2015-08,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201508,0,1.02048,08,2015,2015-08,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201508,0,0.69959,08,2015,2015-08,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201508,0,0.53751,08,2015,2015-08,Fitness,Lacrosse
The North Face Women's Recon Backpack,201508,0,0.64986,08,2015,2015-08,Fan Shop,Hunting & Shooting
Smart watch,201508,0,0.1184,08,2015,2015-08,Fitness,Sporting Goods
Baby sweater,201508,4,1.27268,08,2015,2015-08,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201508,0,1.17774,08,2015,2015-08,Outdoors,Women's Golf Clubs
Men's gala suit,201508,0,0.12958,08,2015,2015-08,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201508,0,0.27045,08,2015,2015-08,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201508,0,0.3214,08,2015,2015-08,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201508,0,1.39116,08,2015,2015-08,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201508,0,2.29413,08,2015,2015-08,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201508,0,2.19343,08,2015,2015-08,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201508,0,1.59338,08,2015,2015-08,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201508,2,1.38296,08,2015,2015-08,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201508,0,1.44344,08,2015,2015-08,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201508,4,1.48925,08,2015,2015-08,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201508,0,1.53183,08,2015,2015-08,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201508,0,0.21387,08,2015,2015-08,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201508,0,2.19075,08,2015,2015-08,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201508,0,0.86438,08,2015,2015-08,Golf,Shop By Sport
Ogio Race Golf Shoes,201508,0,2.2791,08,2015,2015-08,Outdoors,Golf Bags & Carts
insta-bed Neverflat Air Mattress,201508,0,0.72431,08,2015,2015-08,Fan Shop,Hunting & Shooting
GolfBuddy VT3 GPS Watch,201508,0,2.25045,08,2015,2015-08,Outdoors,Kids' Golf Clubs
Merrell Women's Grassbow Sport Waterproof Hik,201508,0,1.89226,08,2015,2015-08,Outdoors,Men's Golf Clubs
Titleist Small Wheeled Travel Cover,201508,0,0.18191,08,2015,2015-08,Outdoors,Golf Gloves
Polar Loop Activity Tracker,201508,0,1.93732,08,2015,2015-08,Outdoors,Kids' Golf Clubs
Pelican Maverick 100X Kayak,201508,0,1.80049,08,2015,2015-08,Fan Shop,Water Sports
Garmin Approach S4 Golf GPS Watch,201508,0,0.17395,08,2015,2015-08,Outdoors,Kids' Golf Clubs
Total Gym 1400,201508,0,1.19533,08,2015,2015-08,Apparel,Cleats
Garmin Forerunner 910XT GPS Watch,201508,0,0.42839,08,2015,2015-08,Outdoors,Kids' Golf Clubs
Titleist Club Glove Travel Cover,201508,0,0.71883,08,2015,2015-08,Outdoors,Golf Gloves
GoPro HERO3+ Black Edition Camera,201508,0,1.79288,08,2015,2015-08,Footwear,Strength Training
Diamondback Boys' Insight 24 Performance Hybr,201508,0,1.38319,08,2015,2015-08,Fitness,Basketball
Diamondback Girls' Clarity 24 Hybrid Bike 201,201508,0,1.50852,08,2015,2015-08,Fitness,Basketball
Stiga Master Series ST3100 Competition Indoor,201508,0,1.03259,08,2015,2015-08,Fitness,Hockey
SOLE E35 Elliptical,201508,6,1.18099,08,2015,2015-08,,
Bushnell Pro X7 Jolt Slope Rangefinder,201508,30,1.28514,08,2015,2015-08,,
SOLE E25 Elliptical,201508,2,0.71268,08,2015,2015-08,,
Bowflex SelectTech 1090 Dumbbells,201508,7,1.54634,08,2015,2015-08,,
Perfect Fitness Perfect Rip Deck,201507,1,1.18831,07,2015,2015-07,Apparel,Cleats
Nike Men's Dri-FIT Victory Golf Polo,201507,656,0.25506,07,2015,2015-07,Golf,Women's Apparel
O'Brien Men's Neoprene Life Vest,201507,22,1.99292,07,2015,2015-07,Fan Shop,Indoor/Outdoor Games
Nike Men's Free 5.0+ Running Shoe,201507,161,1.89773,07,2015,2015-07,Footwear,Cardio Equipment
Under Armour Girls' Toddler Spine Surge Runni,201507,171,0.29902,07,2015,2015-07,Golf,Shop By Sport
Nike Men's CJ Elite 2 TD Football Cleat,201507,216,0.85246,07,2015,2015-07,Apparel,Men's Footwear
Field & Stream Sportsman 16 Gun Fire Safe,201507,46,1.71429,07,2015,2015-07,Fan Shop,Fishing
Pelican Sunstream 100 Kayak,201507,26,2.0822,07,2015,2015-07,Fan Shop,Water Sports
Diamondback Women's Serene Classic Comfort Bi,201507,125,0.48289,07,2015,2015-07,Fan Shop,Camping & Hiking
ENO Atlas Hammock Straps,201507,5,1.87883,07,2015,2015-07,Fan Shop,Hunting & Shooting
Nike Men's Comfort 2 Slide,201507,12,1.05194,07,2015,2015-07,Fitness,Tennis & Racquet
adidas Youth Germany Black/Red Away Match Soc,201507,1,2.09009,07,2015,2015-07,Golf,Girls' Apparel
Team Golf St. Louis Cardinals Putter Grip,201507,10,0.8108,07,2015,2015-07,Outdoors,Accessories
LIJA Women's Eyelet Sleeveless Golf Polo,201507,12,2.31695,07,2015,2015-07,Outdoors,Golf Shoes
adidas Men's F10 Messi TRX FG Soccer Cleat,201507,11,1.33446,07,2015,2015-07,Fitness,Baseball & Softball
Glove It Women's Imperial Golf Glove,201507,0,1.56156,07,2015,2015-07,Outdoors,Golf Balls
Glove It Imperial Golf Towel,201507,3,0.35994,07,2015,2015-07,Outdoors,Trade-In
Bridgestone e6 Straight Distance NFL Carolina,201507,20,0.44583,07,2015,2015-07,Outdoors,Electronics
Glove It Women's Mod Oval 3-Zip Carry All Gol,201507,8,2.08432,07,2015,2015-07,Outdoors,Trade-In
Columbia Men's PFG Anchor Tough T-Shirt,201507,0,0.66958,07,2015,2015-07,Golf,Shop By Sport
Under Armour Women's Ignite Slide,201507,0,0.35287,07,2015,2015-07,Footwear,Electronics
Team Golf Tennessee Volunteers Putter Grip,201507,13,1.95472,07,2015,2015-07,Outdoors,Accessories
Titleist Pro V1x High Numbers Personalized Go,201507,0,0.23505,07,2015,2015-07,Outdoors,Electronics
Nike Men's Deutschland Weltmeister Winners Bl,201507,6,1.82588,07,2015,2015-07,Golf,Girls' Apparel
Bridgestone e6 Straight Distance NFL San Dieg,201507,2,1.65295,07,2015,2015-07,Outdoors,Electronics
Nike Women's Tempo Shorts,201507,0,2.23726,07,2015,2015-07,Footwear,Cardio Equipment
Team Golf Texas Longhorns Putter Grip,201507,3,0.66657,07,2015,2015-07,Outdoors,Accessories
Hirzl Women's Soffft Flex Golf Glove,201507,2,0.87152,07,2015,2015-07,Outdoors,Golf Balls
Clicgear 8.0 Shoe Brush,201507,2,1.61125,07,2015,2015-07,Outdoors,Golf Gloves
Hirzl Women's Hybrid Golf Glove,201507,10,0.78481,07,2015,2015-07,Outdoors,Golf Balls
Team Golf Pittsburgh Steelers Putter Grip,201507,3,2.15294,07,2015,2015-07,Outdoors,Accessories
Top Flite Women's 2017 XL Hybrid,201507,0,1.39516,07,2015,2015-07,Outdoors,Golf Apparel
Glove It Urban Brick Golf Towel,201507,8,2.10974,07,2015,2015-07,Outdoors,Trade-In
Nike Dri-FIT Crew Sock 6 Pack,201507,11,0.29115,07,2015,2015-07,Fitness,Hockey
TYR Boys' Team Digi Jammer,201507,0,1.93085,07,2015,2015-07,Golf,Girls' Apparel
Team Golf San Francisco Giants Putter Grip,201507,2,1.56873,07,2015,2015-07,Outdoors,Accessories
Clicgear Rovic Cooler Bag,201507,11,1.14233,07,2015,2015-07,Outdoors,Golf Gloves
Hirzl Men's Hybrid Golf Glove,201507,17,2.32116,07,2015,2015-07,Outdoors,Golf Balls
Titleist Pro V1x Golf Balls,201507,1,0.74991,07,2015,2015-07,Outdoors,Electronics
adidas Men's Germany Black Crest Away Tee,201507,9,1.37589,07,2015,2015-07,Golf,Girls' Apparel
Titleist Pro V1 High Numbers Personalized Gol,201507,17,2.24634,07,2015,2015-07,Outdoors,Electronics
Under Armour Women's Micro G Skulpt Running S,201507,0,1.05994,07,2015,2015-07,Footwear,Boxing & MMA
Under Armour Hustle Storm Medium Duffle Bag,201507,8,1.72077,07,2015,2015-07,Footwear,Fitness Accessories
Under Armour Women's Ignite PIP VI Slide,201507,8,1.68523,07,2015,2015-07,Footwear,Electronics
Bag Boy Beverage Holder,201507,0,2.30501,07,2015,2015-07,Outdoors,Golf Gloves
Under Armour Men's Tech II T-Shirt,201507,9,2.16,07,2015,2015-07,Fitness,Lacrosse
Team Golf New England Patriots Putter Grip,201507,0,1.09872,07,2015,2015-07,Outdoors,Accessories
Under Armour Men's Compression EV SL Slide,201507,0,1.06036,07,2015,2015-07,Footwear,Electronics
Bridgestone e6 Straight Distance NFL Tennesse,201507,0,1.92765,07,2015,2015-07,Outdoors,Electronics
Glove It Women's Mod Oval Golf Glove,201507,0,1.91405,07,2015,2015-07,Outdoors,Golf Balls
Titleist Pro V1x High Numbers Golf Balls,201507,6,1.7026,07,2015,2015-07,Outdoors,Electronics
Nike Women's Legend V-Neck T-Shirt,201507,4,0.385,07,2015,2015-07,Fitness,Hockey
Under Armour Kids' Mercenary Slide,201507,5,1.43535,07,2015,2015-07,Footwear,Electronics
adidas Kids' F5 Messi FG Soccer Cleat,201507,2,1.25561,07,2015,2015-07,Fitness,Baseball & Softball
Children's heaters,201507,0,1.00238,07,2015,2015-07,Apparel,Children's Clothing
Web Camera,201507,0,2.16093,07,2015,2015-07,Technology,Cameras
Dell Laptop,201507,25,1.49893,07,2015,2015-07,,
Porcelain crafts,201507,0,1.61761,07,2015,2015-07,Apparel,Crafts
Sports Books,201507,0,1.70681,07,2015,2015-07,Book Shop,Books
DVDs,201507,0,1.90579,07,2015,2015-07,Discs Shop,DVDs
Industrial consumer electronics,201507,1,1.65142,07,2015,2015-07,Technology,Consumer Electronics
Fighting video games,201507,0,1.56919,07,2015,2015-07,Discs Shop,Video Games
Summer dresses,201507,0,0.17305,07,2015,2015-07,Apparel,Women's Clothing
Lawn mower,201507,0,2.01428,07,2015,2015-07,Outdoors,Garden
Adult dog supplies,201507,0,1.37144,07,2015,2015-07,Pet Shop,Pet Supplies
Rock music,201507,0,2.34219,07,2015,2015-07,Discs Shop,Music
Elevation Training Mask 2.0,201507,0,2.19477,07,2015,2015-07,Fitness,Soccer
LIJA Women's Mid-Length Panel Golf Shorts,201507,0,1.60383,07,2015,2015-07,Outdoors,Golf Shoes
Toys,201507,0,1.13041,07,2015,2015-07,Fan Shop,Toys
Brooks Women's Ghost 6 Running Shoe,201507,0,1.56853,07,2015,2015-07,Footwear,Boxing & MMA
Bag Boy M330 Push Cart,201507,0,1.74551,07,2015,2015-07,Outdoors,Golf Gloves
Merrell Women's Grassbow Sport Hiking Shoe,201507,0,0.56561,07,2015,2015-07,Outdoors,Men's Golf Clubs
Nike Men's Free TR 5.0 TB Training Shoe,201507,0,1.91446,07,2015,2015-07,Footwear,As Seen on  TV!
Nike Women's Free 5.0 TR FIT PRT 4 Training S,201507,0,0.65766,07,2015,2015-07,Footwear,Boxing & MMA
First aid kit,201507,0,0.12227,07,2015,2015-07,Health and Beauty,Health and Beauty
CDs of rock,201507,0,1.072,07,2015,2015-07,Discs Shop,CDs
Polar FT4 Heart Rate Monitor,201507,0,1.38198,07,2015,2015-07,Outdoors,Kids' Golf Clubs
LIJA Women's Argyle Golf Polo,201507,0,1.81578,07,2015,2015-07,Outdoors,Golf Shoes
TaylorMade White Smoke IN-12 Putter,201507,0,0.94301,07,2015,2015-07,Outdoors,Women's Golf Clubs
Fitbit The One Wireless Activity & Sleep Trac,201507,0,0.23288,07,2015,2015-07,Outdoors,Kids' Golf Clubs
Nike Kids' Grade School KD VI Basketball Shoe,201507,0,2.03625,07,2015,2015-07,Fitness,Lacrosse
The North Face Women's Recon Backpack,201507,0,1.92201,07,2015,2015-07,Fan Shop,Hunting & Shooting
Smart watch,201507,0,2.19165,07,2015,2015-07,Fitness,Sporting Goods
Baby sweater,201507,0,1.2759,07,2015,2015-07,Apparel,Baby
MDGolf Pittsburgh Penguins Putter,201507,0,1.20268,07,2015,2015-07,Outdoors,Women's Golf Clubs
Men's gala suit,201507,0,1.80502,07,2015,2015-07,Apparel,Men's Clothing
Merrell Men's All Out Flash Trail Running Sho,201507,0,0.68692,07,2015,2015-07,Outdoors,Men's Golf Clubs
Garmin Approach S3 Golf GPS Watch,201507,0,2.30112,07,2015,2015-07,Outdoors,Trade-In
LIJA Women's Button Golf Dress,201507,1,0.93472,07,2015,2015-07,Outdoors,Golf Shoes
Cleveland Golf Women's 588 RTX CB Satin Chrom,201507,0,0.31162,07,2015,2015-07,Outdoors,Golf Apparel
Merrell Women's Siren Mid Waterproof Hiking B,201507,0,1.24292,07,2015,2015-07,Outdoors,Men's Golf Clubs
TaylorMade Women's RBZ SL Rescue,201507,0,1.75271,07,2015,2015-07,Outdoors,Golf Apparel
Mio ALPHA Heart Rate Monitor/Sport Watch,201507,0,0.72136,07,2015,2015-07,Outdoors,Kids' Golf Clubs
TaylorMade 2017 Purelite Stand Bag,201507,0,0.27289,07,2015,2015-07,Outdoors,Golf Gloves
Cleveland Golf Collegiate My Custom Wedge 588,201507,0,1.67794,07,2015,2015-07,Outdoors,Women's Golf Clubs
adidas Brazuca 2017 Official Match Ball,201507,0,0.46732,07,2015,2015-07,Fitness,Baseball & Softball
Nike Men's Fingertrap Max Training Shoe,201507,0,1.85764,07,2015,2015-07,Fitness,Soccer
Yakima DoubleDown Ace Hitch Mount 4-Bike Rack,201507,0,1.12145,07,2015,2015-07,Footwear,Strength Training
Nike Men's Kobe IX Elite Low Basketball Shoe,201507,0,0.23894,07,2015,2015-07,Golf,Shop By Sport
